CurrentEquipmentDays,MonthsInService,MonthlyMinutes,PercChangeMinutes,TotalRecurringCharge,OffPeakCallsInOut,PercChangeRevenues,MonthlyRevenue,PeakCallsInOut,OverageMinutes,ReceivedCalls,UnansweredCalls,Churn
350.0,12,810.0,80.0,40.0,0.0,4.2,30.44,0.0,4.0,0.0,0.0,0
457.0,16,0.0,0.0,80.0,0.0,12.7,76.32,0.0,0.0,0.0,0.0,0
288.0,9,837.0,112.0,10.0,44.0,4.5,69.59,279.3,209.0,149.0,56.3,0
288.0,9,249.0,-24.0,60.0,0.0,-3.3,53.26,0.0,0.0,0.0,0.0,0
457.0,16,120.0,16.0,40.0,0.0,-0.8,30.78,0.0,1.0,0.0,0.0,0
350.0,12,106.0,-99.0,40.0,0.0,-1.4,31.39,0.0,0.0,0.0,0.0,0
288.0,9,55.0,-13.0,33.0,4.3,-14.4,50.27,5.0,0.0,2.9,5.0,1
457.0,16,289.0,-179.0,30.0,0.0,-44.4,74.35,0.0,127.0,0.0,0.0,0
125.0,9,409.0,-185.0,40.0,31.3,-28.0,62.79,93.7,47.0,53.4,29.7,1
457.0,16,428.0,-123.0,40.0,40.0,-16.5,48.1,88.7,18.0,52.4,22.0,1
349.0,11,694.0,325.0,42.0,174.7,108.8,103.48,198.3,210.0,231.9,43.0,0
115.0,16,1183.0,-237.0,60.0,256.0,-58.7,117.61,242.3,212.0,456.6,102.0,0
319.0,11,300.0,16.0,40.0,0.0,-3.8,33.75,0.0,11.0,0.0,0.0,1
173.0,16,621.0,408.0,45.0,126.7,39.1,48.03,99.7,37.0,100.0,36.7,1
349.0,11,289.0,79.0,49.0,44.7,-1.9,45.91,56.7,0.0,21.2,7.0,0
196.0,16,442.0,-29.0,40.0,38.7,-18.4,66.58,121.0,101.0,85.6,38.7,1
34.0,16,614.0,-40.0,40.0,82.7,-25.0,25.02,133.0,6.0,249.6,9.3,0
253.0,16,0.0,0.0,37.0,0.3,-85.7,34.06,0.3,0.0,0.0,14.7,0
456.0,16,259.0,-149.0,70.0,0.0,-1.0,61.97,0.0,0.0,0.0,0.0,0
12.0,11,486.0,-174.0,29.0,103.3,65.8,85.48,172.0,68.0,154.3,35.3,1
395.0,14,258.0,46.0,40.0,0.0,-0.6,30.57,0.0,0.0,0.0,0.0,0
113.0,14,1072.0,-408.0,60.0,68.0,-71.2,133.98,210.7,104.0,151.7,66.3,1
349.0,11,171.0,-46.0,100.0,3.7,0.0,99.99,45.7,0.0,42.5,3.7,1
287.0,9,200.0,-26.0,40.0,0.0,-0.6,30.61,0.0,0.0,0.0,0.0,0
192.0,14,1754.0,-280.0,90.0,428.3,7.9,107.69,463.3,0.0,285.5,7.0,0
287.0,9,530.0,-530.0,21.0,7.7,-57.3,57.29,7.3,134.0,3.0,1.0,0
456.0,16,1753.0,153.0,52.0,128.7,9.3,63.47,123.7,30.0,283.0,47.0,0
395.0,14,294.0,-224.0,40.0,0.0,-16.9,46.94,0.0,42.0,0.0,0.0,0
287.0,9,340.0,426.0,48.0,35.3,57.2,42.38,35.3,0.0,4.0,20.7,0
456.0,16,336.0,-193.0,10.0,0.0,-12.2,23.24,0.0,47.0,0.0,0.0,1
250.0,14,289.0,-289.0,23.0,77.3,-31.6,31.6,70.3,0.0,55.4,2.0,0
456.0,16,484.0,-40.0,40.0,31.3,10.6,25.03,46.0,7.0,15.1,23.3,1
395.0,14,903.0,-353.0,60.0,220.7,-2.3,62.98,139.0,0.0,423.2,54.0,1
456.0,16,7.0,2.0,20.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0
456.0,16,584.0,102.0,35.0,140.3,24.4,60.79,134.0,64.0,196.2,36.0,1
287.0,9,399.0,181.0,40.0,0.0,46.6,52.23,0.0,42.0,0.0,0.0,1
395.0,14,1447.0,24.0,60.0,0.0,-23.2,126.79,0.0,192.0,0.0,0.0,1
287.0,9,676.0,-148.0,59.0,0.0,23.4,77.56,0.0,36.0,0.0,0.0,0
456.0,16,1475.0,625.0,60.0,155.3,6.1,77.88,189.7,46.0,384.9,80.3,0
25.0,16,219.0,47.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0
287.0,9,186.0,-52.0,52.0,0.0,-1.4,53.39,0.0,0.0,0.0,0.0,1
126.0,9,977.0,274.0,45.0,90.0,92.2,200.81,120.7,422.0,275.1,20.0,0
287.0,9,906.0,-382.0,60.0,100.7,-33.1,83.08,155.3,86.0,415.1,39.3,1
349.0,11,128.0,40.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0
456.0,16,783.0,897.0,57.0,98.0,182.8,115.94,132.3,156.0,173.8,33.3,0
395.0,14,242.0,-18.0,42.0,0.0,7.7,38.56,0.0,0.0,0.0,0.0,0
287.0,9,369.0,156.0,65.0,0.0,4.1,45.87,0.0,0.0,0.0,0.0,0
164.0,9,1803.0,1031.0,78.0,625.0,-18.3,119.33,523.7,162.0,600.1,182.0,0
349.0,11,260.0,51.0,44.0,0.0,12.8,38.27,0.0,0.0,0.0,0.0,1
60.0,9,1065.0,340.0,43.0,203.3,-19.8,101.64,121.7,126.0,276.7,59.7,0
88.0,9,872.0,-872.0,46.0,160.0,-120.0,49.2,124.0,0.0,310.5,48.0,0
349.0,11,453.0,-44.0,60.0,0.0,0.5,50.48,0.0,0.0,0.0,0.0,0
395.0,14,93.0,-2.0,40.0,0.0,-1.0,31.61,0.0,0.0,0.0,0.0,0
256.0,11,12.0,-12.0,11.0,0.0,-2.4,12.41,0.0,0.0,0.0,0.3,1
349.0,11,1234.0,124.0,45.0,116.3,-2.9,42.91,87.3,10.0,176.6,56.0,1
349.0,11,676.0,604.0,60.0,65.0,63.4,75.02,83.7,48.0,5.5,28.7,0
8.0,11,1190.0,348.0,105.0,82.0,14.5,111.53,353.0,90.0,380.9,87.0,1
287.0,9,153.0,1.0,10.0,0.0,4.7,14.31,0.0,7.0,0.0,0.0,0
456.0,16,335.0,125.0,40.0,0.0,8.8,54.46,0.0,68.0,0.0,0.0,0
349.0,11,519.0,-148.0,40.0,62.3,-26.8,75.02,107.0,105.0,117.3,51.0,1
19.0,11,1095.0,-468.0,60.0,28.7,-42.8,92.74,33.7,140.0,60.8,16.0,1
287.0,9,626.0,4.0,45.0,65.0,18.6,96.38,111.7,162.0,121.0,38.0,0
152.0,11,1046.0,84.0,43.0,316.7,-1.1,82.03,176.3,122.0,437.9,40.3,0
395.0,14,166.0,151.0,55.0,31.7,-4.9,44.91,15.3,0.0,18.2,18.3,0
349.0,11,161.0,-115.0,10.0,0.0,0.3,10.86,0.0,1.0,0.0,0.0,0
50.0,14,494.0,340.0,35.0,23.0,37.4,47.75,36.3,28.0,96.5,0.0,0
395.0,14,682.0,-57.0,40.0,0.0,34.4,37.59,0.0,5.0,0.0,0.0,1
35.0,14,167.0,154.0,93.0,24.7,-26.0,110.98,35.7,0.0,24.6,9.3,1
395.0,14,516.0,34.0,50.0,85.0,-15.6,57.59,167.0,44.0,174.9,22.7,1
287.0,9,586.0,10.0,40.0,0.0,-1.4,62.49,0.0,96.0,0.0,0.0,1
349.0,11,472.0,-8.0,40.0,0.0,-23.4,54.34,0.0,66.0,0.0,0.0,1
211.0,14,1290.0,-248.0,85.0,174.0,-4.4,84.38,226.7,0.0,310.3,57.0,0
216.0,16,2667.0,36.0,85.0,360.0,-1.4,207.07,518.7,512.0,1001.0,66.7,1
349.0,11,986.0,-449.0,60.0,0.0,-17.0,67.01,0.0,60.0,0.0,0.0,1
456.0,16,101.0,54.0,70.0,0.0,4.2,66.83,0.0,7.0,0.0,0.0,1
249.0,11,898.0,-340.0,59.0,151.0,-24.6,69.8,142.7,24.0,206.6,52.3,0
349.0,11,111.0,-18.0,50.0,0.0,0.0,49.99,0.0,0.0,0.0,0.0,1
349.0,11,291.0,95.0,40.0,47.7,1.0,30.98,88.0,0.0,43.0,16.0,0
349.0,11,1135.0,300.0,85.0,0.0,0.0,80.97,0.0,0.0,0.0,0.0,1
19.0,9,466.0,-38.0,39.0,73.7,-2.9,33.17,104.3,9.0,63.6,42.3,0
349.0,11,608.0,123.0,60.0,0.0,2.2,51.72,0.0,0.0,0.0,0.0,0
349.0,11,0.0,0.0,60.0,0.0,0.0,49.99,0.0,0.0,0.0,0.0,1
349.0,11,1628.0,19.0,85.0,76.0,-7.0,241.78,585.7,427.0,344.1,95.7,0
298.0,14,1018.0,46.0,50.0,183.3,-11.2,50.19,99.7,17.0,222.7,105.7,0
0.0,16,871.0,54.0,95.0,65.0,15.8,74.19,261.3,0.0,218.6,39.0,0
395.0,14,66.0,-10.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,1
394.0,13,136.0,-6.0,40.0,0.0,0.3,30.09,0.0,0.0,0.0,0.0,0
140.0,15,253.0,-228.0,30.0,63.7,-25.9,25.93,72.3,0.0,84.0,24.7,1
327.0,11,479.0,28.0,40.0,65.3,1.9,30.61,74.7,2.0,57.8,49.3,0
455.0,15,284.0,-176.0,40.0,30.0,-21.8,52.77,89.3,62.0,106.2,22.7,0
348.0,11,296.0,-139.0,40.0,12.7,-6.2,37.82,61.3,13.0,57.5,6.3,1
455.0,15,216.0,24.0,40.0,21.0,-0.5,30.48,35.0,0.0,16.1,7.0,0
455.0,15,62.0,-33.0,34.0,22.3,19.8,27.01,9.0,0.0,0.2,7.0,1
286.0,9,126.0,46.0,40.0,0.0,4.6,29.33,0.0,0.0,0.0,0.0,0
455.0,15,96.0,-8.0,30.0,0.0,-1.1,31.04,0.0,0.0,0.0,0.0,0
394.0,13,520.0,184.0,40.0,0.0,54.8,80.56,0.0,144.0,0.0,0.0,1
286.0,9,12.0,12.0,40.0,0.0,-0.3,30.26,0.0,0.0,0.0,0.0,0
455.0,15,280.0,20.0,30.0,0.0,3.3,37.02,0.0,11.0,0.0,0.0,1
57.0,15,666.0,-145.0,45.0,142.0,0.0,34.99,60.0,0.0,22.8,37.0,0
286.0,9,43.0,2.0,30.0,0.0,-0.3,30.26,0.0,0.0,0.0,0.0,0
139.0,9,1545.0,-366.0,60.0,279.7,-54.1,104.28,161.0,176.0,386.2,12.3,1
213.0,15,60.0,26.0,50.0,7.0,-32.5,82.49,18.7,0.0,2.8,7.0,0
286.0,9,276.0,34.0,30.0,0.0,18.3,71.66,0.0,84.0,0.0,0.0,0
394.0,13,722.0,694.0,59.0,94.3,28.7,57.35,71.0,17.0,148.6,16.7,0
394.0,13,192.0,-26.0,60.0,0.0,0.0,49.99,0.0,0.0,0.0,0.0,0
348.0,11,482.0,-52.0,50.0,0.0,-10.7,62.71,0.0,41.0,0.0,0.0,0
394.0,13,226.0,222.0,40.0,0.0,3.2,31.06,0.0,1.0,0.0,0.0,1
363.0,13,489.0,28.0,10.0,0.0,-1.2,11.19,0.0,5.0,0.0,0.0,1
146.0,15,1297.0,50.0,85.0,149.3,5.4,78.45,244.7,0.0,282.9,81.7,1
348.0,11,141.0,-23.0,40.0,0.0,-1.1,31.13,0.0,0.0,0.0,0.0,1
144.0,15,1209.0,218.0,137.0,77.7,-27.3,147.56,302.3,0.0,634.1,29.0,0
286.0,9,764.0,-305.0,85.0,0.0,-3.9,79.87,0.0,0.0,0.0,0.0,0
348.0,11,359.0,-145.0,60.0,0.0,-0.2,51.23,0.0,0.0,0.0,0.0,0
62.0,11,312.0,174.0,40.0,0.0,16.9,41.67,0.0,21.0,0.0,0.0,0
125.0,13,98.0,162.0,40.0,8.0,3.0,30.98,14.7,0.0,16.7,7.7,0
286.0,9,43.0,15.0,10.0,0.0,-0.1,10.09,0.0,0.0,0.0,0.0,0
94.0,11,133.0,47.0,40.0,16.3,0.5,30.83,40.0,0.0,10.8,34.0,0
394.0,13,314.0,10.0,30.0,0.0,2.2,53.7,0.0,53.0,0.0,0.0,0
451.0,15,952.0,140.0,55.0,72.7,-42.0,102.39,25.3,30.0,224.1,23.0,0
348.0,11,100.0,-12.0,48.0,0.0,2.4,37.57,0.0,0.0,0.0,0.0,1
213.0,11,1130.0,-602.0,87.0,93.3,35.9,105.14,209.0,18.0,223.6,114.3,1
286.0,9,99.0,-28.0,32.0,9.0,-0.3,32.92,26.7,0.0,7.4,24.3,0
35.0,13,244.0,264.0,40.0,52.7,2.1,30.69,49.7,2.0,67.9,16.7,1
348.0,11,304.0,-24.0,40.0,0.0,-0.2,30.15,0.0,0.0,0.0,0.0,0
394.0,13,179.0,45.0,37.0,0.0,-4.7,34.72,0.0,14.0,0.0,0.0,0
285.0,9,98.0,12.0,30.0,0.0,-0.4,31.63,0.0,0.0,0.0,0.0,0
286.0,9,75.0,52.0,40.0,0.0,16.6,35.88,0.0,0.0,0.0,0.0,0
335.0,13,549.0,53.0,60.0,29.7,-0.9,54.93,43.7,0.0,198.8,19.3,0
348.0,11,128.0,2.0,60.0,0.0,0.0,53.99,0.0,0.0,0.0,0.0,0
455.0,15,692.0,-408.0,53.0,125.0,16.0,75.16,138.3,82.0,232.4,62.7,1
348.0,11,184.0,0.0,40.0,0.0,0.1,32.91,0.0,0.0,0.0,0.0,1
394.0,13,500.0,-225.0,40.0,71.7,-5.2,45.4,50.0,0.0,148.2,16.3,1
256.0,9,419.0,11.0,60.0,74.7,-1.1,54.06,98.0,6.0,108.5,18.3,0
202.0,13,447.0,-129.0,40.0,142.3,0.0,38.06,58.0,1.0,134.7,22.3,0
455.0,15,193.0,8.0,50.0,20.0,0.1,50.84,27.7,0.0,56.9,2.7,0
394.0,13,38.0,-36.0,45.0,0.0,-38.4,38.37,0.7,2.0,0.0,0.0,1
101.0,11,412.0,40.0,45.0,67.3,-8.7,47.74,83.7,0.0,158.4,46.3,0
348.0,11,484.0,-72.0,60.0,0.0,-8.1,58.09,0.0,35.0,0.0,0.0,0
5.0,9,728.0,292.0,87.0,104.3,72.7,104.84,159.3,77.0,152.0,61.7,0
394.0,13,727.0,423.0,45.0,0.0,-28.8,81.96,0.0,116.0,0.0,0.0,0
286.0,9,484.0,214.0,45.0,0.0,43.8,52.42,0.0,23.0,0.0,0.0,0
109.0,15,590.0,44.0,40.0,61.3,10.2,57.21,79.3,77.0,256.6,12.0,1
345.0,11,349.0,-54.0,60.0,0.0,-1.2,53.15,0.0,2.0,0.0,0.0,0
455.0,15,1124.0,219.0,60.0,0.0,4.9,52.81,0.0,6.0,0.0,0.0,0
118.0,11,186.0,-186.0,40.0,29.3,-2.7,36.66,44.3,4.0,38.0,14.7,1
455.0,15,351.0,161.0,40.0,61.7,3.1,35.04,30.7,3.0,136.0,3.0,0
394.0,13,734.0,-166.0,60.0,110.7,-0.3,54.29,88.0,1.0,208.9,65.0,1
394.0,13,53.0,20.0,25.0,0.0,7.0,24.99,0.0,5.0,0.0,0.0,1
394.0,13,111.0,-39.0,30.0,21.7,5.8,24.23,47.0,0.0,13.8,42.3,0
348.0,11,264.0,-104.0,40.0,0.0,-1.5,32.5,0.0,5.0,0.0,0.0,0
394.0,13,3.0,0.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0
455.0,15,924.0,-160.0,50.0,0.0,131.2,122.08,0.0,69.0,0.0,0.0,0
32.0,9,485.0,-17.0,96.0,31.7,-10.1,88.03,125.3,0.0,141.9,28.0,1
394.0,13,250.0,33.0,10.0,26.7,-1.4,28.94,71.0,59.0,22.1,16.7,0
245.0,13,194.0,-194.0,40.0,6.7,-22.0,56.04,17.7,0.0,12.4,4.3,0
348.0,11,5.0,-5.0,30.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,1
394.0,13,168.0,9.0,60.0,7.7,-1.6,51.61,21.3,4.0,10.8,0.7,0
455.0,15,307.0,-2.0,40.0,0.0,-0.7,30.73,0.0,0.0,0.0,0.0,0
348.0,11,942.0,-17.0,70.0,92.7,15.8,78.96,196.3,22.0,204.1,107.0,1
346.0,11,1210.0,-72.0,85.0,0.0,-17.6,121.3,0.0,108.0,0.0,0.0,1
347.0,11,214.0,34.0,40.0,0.0,0.5,30.48,0.0,0.0,0.0,0.0,0
393.0,13,580.0,135.0,40.0,0.0,0.3,43.72,0.0,13.0,0.0,0.0,0
128.0,13,1950.0,536.0,112.0,85.0,76.1,167.94,336.7,167.0,695.2,47.7,1
393.0,13,37.0,64.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0
285.0,9,186.0,-186.0,40.0,0.0,-1.9,31.91,0.0,0.0,0.0,0.0,1
393.0,13,476.0,40.0,60.0,0.0,0.0,49.99,0.0,0.0,0.0,0.0,0
393.0,13,116.0,8.0,40.0,0.0,-0.5,30.48,0.0,1.0,0.0,0.0,0
285.0,9,2112.0,-254.0,95.0,0.0,-1.3,87.24,0.0,0.0,0.0,0.0,0
285.0,9,99.0,-96.0,20.0,0.0,-19.0,38.97,0.0,35.0,0.0,0.0,1
356.0,13,410.0,-299.0,75.0,30.0,-1.2,77.22,68.0,0.0,122.1,16.7,1
454.0,15,134.0,-4.0,40.0,0.0,5.6,39.95,0.0,0.0,0.0,0.0,1
342.0,13,1157.0,1357.0,85.0,114.0,48.3,159.2,460.0,216.0,426.0,112.0,1
347.0,11,146.0,70.0,40.0,0.0,0.6,30.18,0.0,0.0,0.0,0.0,0
393.0,13,381.0,34.0,69.0,24.7,0.0,47.09,27.3,0.0,50.2,17.7,0
285.0,9,709.0,373.0,50.0,174.0,14.2,57.52,130.3,16.0,233.0,7.0,0
393.0,13,42.0,5.0,38.0,0.0,12.9,44.28,0.0,11.0,0.0,0.0,0
454.0,15,279.0,-44.0,10.0,36.0,0.0,10.04,107.0,0.0,32.5,52.7,0
393.0,13,324.0,-57.0,40.0,0.0,0.2,30.73,0.0,0.0,0.0,0.0,0
454.0,15,282.0,-14.0,40.0,0.0,-0.4,31.38,0.0,0.0,0.0,0.0,0
393.0,13,189.0,-9.0,10.0,25.3,0.0,10.0,23.0,0.0,36.4,18.7,0
285.0,9,979.0,-149.0,80.0,152.0,-42.8,94.75,187.0,75.0,188.7,61.3,0
347.0,11,515.0,-224.0,10.0,0.0,-0.5,10.49,0.0,0.0,0.0,0.0,0
347.0,11,174.0,53.0,60.0,0.0,0.0,53.99,0.0,0.0,0.0,0.0,1
222.0,13,16.0,-16.0,8.0,0.0,-6.5,6.48,0.7,0.0,0.0,0.3,0
82.0,9,1316.0,142.0,65.0,269.3,-12.0,123.55,300.0,217.0,350.2,89.3,0
285.0,9,20.0,-12.0,30.0,0.0,-0.4,30.36,0.0,0.0,0.0,0.0,0
454.0,15,127.0,20.0,40.0,0.0,0.2,31.72,0.0,0.0,0.0,0.0,0
207.0,11,657.0,-55.0,40.0,81.7,0.9,108.58,206.7,224.0,188.7,50.0,1
237.0,13,794.0,23.0,60.0,99.3,-37.5,37.46,136.3,1.0,66.6,88.3,0
347.0,11,540.0,-247.0,40.0,0.0,-13.4,43.35,0.0,34.0,0.0,0.0,1
347.0,11,895.0,-103.0,85.0,0.0,-16.5,112.94,0.0,90.0,0.0,0.0,0
347.0,11,212.0,-212.0,30.0,0.0,-27.5,57.48,0.0,36.0,0.0,0.0,1
285.0,9,405.0,-93.0,40.0,0.0,-2.0,31.95,0.0,4.0,0.0,0.0,1
347.0,11,263.0,-88.0,40.0,0.0,-8.7,38.68,0.0,22.0,0.0,0.0,0
27.0,9,380.0,38.0,47.0,43.7,-26.1,57.44,89.3,0.0,64.9,28.0,0
347.0,11,368.0,-84.0,60.0,0.0,-17.3,77.64,0.0,17.0,0.0,0.0,1
285.0,9,995.0,-172.0,60.0,132.7,-61.7,131.74,185.7,220.0,275.9,96.3,0
347.0,11,230.0,170.0,60.0,0.0,18.1,64.81,0.0,23.0,0.0,0.0,0
454.0,15,431.0,27.0,45.0,0.0,0.0,38.99,0.0,0.0,0.0,0.0,1
393.0,13,710.0,-377.0,60.0,0.0,-3.8,58.16,0.0,6.0,0.0,0.0,0
285.0,9,872.0,-514.0,40.0,36.0,-24.2,50.31,37.7,46.0,16.9,16.3,0
285.0,9,317.0,-218.0,30.0,47.3,-36.9,66.9,48.0,104.0,14.2,25.0,0
347.0,11,10.0,-10.0,42.0,0.0,-2.4,36.4,0.0,0.0,0.0,0.0,1
393.0,13,206.0,139.0,40.0,27.0,1.5,32.61,24.0,0.0,60.2,6.7,0
243.0,15,214.0,-18.0,40.0,34.3,-16.7,16.75,71.0,5.0,44.9,39.0,0
393.0,13,168.0,-120.0,40.0,0.0,-4.9,38.87,0.0,9.0,0.0,0.0,0
143.0,9,1492.0,62.0,85.0,355.3,2.9,84.97,428.0,4.0,232.1,186.7,0
285.0,9,743.0,-33.0,60.0,0.0,-1.2,55.18,0.0,0.0,0.0,0.0,0
223.0,15,147.0,-80.0,44.0,49.7,-44.0,39.88,48.3,0.0,4.2,51.3,1
347.0,11,64.0,-64.0,44.0,21.0,-122.0,38.78,11.7,0.0,9.5,26.3,0
285.0,9,1277.0,150.0,85.0,151.7,28.1,107.35,265.3,108.0,445.3,43.3,0
77.0,11,1428.0,-163.0,45.0,214.3,23.7,66.28,102.3,88.0,149.9,100.7,1
347.0,11,1862.0,-600.0,58.0,0.0,-17.5,65.53,0.0,18.0,0.0,0.0,1
393.0,13,170.0,-55.0,40.0,1.3,-2.8,32.82,10.7,0.0,1.1,1.0,0
285.0,9,268.0,-67.0,40.0,61.0,-2.2,32.15,44.0,0.0,40.8,18.0,0
454.0,15,398.0,44.0,70.0,39.3,3.1,54.77,59.3,0.0,35.2,32.0,0
306.0,15,748.0,704.0,60.0,145.7,97.7,109.66,85.7,116.0,54.1,44.0,1
346.0,11,640.0,110.0,50.0,59.7,-0.5,50.49,177.7,0.0,49.7,97.0,1
454.0,15,18.0,4.0,20.0,0.0,-0.4,21.21,0.0,2.0,0.0,0.0,1
347.0,11,280.0,-117.0,22.0,50.3,-55.7,60.67,58.0,96.0,38.8,23.7,1
347.0,11,532.0,-144.0,45.0,0.0,-2.0,37.04,0.0,4.0,0.0,0.0,0
16.0,15,794.0,-48.0,45.0,52.7,0.0,34.99,42.3,0.0,189.7,7.7,0
347.0,11,80.0,191.0,10.0,11.3,158.2,66.75,22.3,52.0,31.2,1.3,1
285.0,9,553.0,8.0,40.0,86.0,-8.3,59.59,98.3,84.0,113.4,25.7,0
92.0,11,507.0,255.0,40.0,97.0,46.9,84.22,198.7,127.0,97.9,37.3,1
181.0,13,1014.0,438.0,60.0,77.0,4.6,62.97,67.3,27.0,669.9,4.7,0
347.0,11,351.0,176.0,70.0,0.0,-1.9,62.83,0.0,0.0,0.0,0.0,0
393.0,13,688.0,-29.0,45.0,0.0,-45.0,82.97,0.0,110.0,0.0,0.0,0
285.0,9,99.0,10.0,10.0,2.0,1.1,13.89,10.7,3.0,11.3,0.0,0
393.0,13,261.0,-151.0,60.0,0.0,-2.1,52.25,0.0,0.0,0.0,0.0,1
392.0,13,245.0,-188.0,40.0,0.0,-13.7,49.71,0.0,44.0,0.0,0.0,0
392.0,13,35.0,-11.0,40.0,0.0,-1.9,31.91,0.0,0.0,0.0,0.0,0
284.0,9,32.0,0.0,40.0,0.0,-0.4,30.36,0.0,0.0,0.0,0.0,0
392.0,13,643.0,77.0,25.0,33.3,-10.2,64.21,38.3,118.0,34.1,5.7,0
346.0,11,688.0,-132.0,45.0,0.0,-9.6,47.7,0.0,30.0,0.0,0.0,1
284.0,9,852.0,62.0,75.0,55.7,0.2,64.75,105.0,12.0,72.0,24.7,0
392.0,13,9.0,7.0,20.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,1
27.0,15,599.0,-57.0,85.0,41.0,0.7,85.24,129.0,0.0,115.4,30.3,0
279.0,11,1186.0,-88.0,59.0,286.7,4.3,45.66,92.3,0.0,248.2,72.3,0
284.0,9,271.0,-34.0,40.0,0.0,-0.3,30.26,0.0,0.0,0.0,0.0,0
392.0,13,980.0,-36.0,85.0,0.0,-6.7,82.72,0.0,15.0,0.0,0.0,0
346.0,11,7.0,-7.0,30.0,0.0,-0.9,20.87,0.0,2.0,0.0,0.0,0
194.0,13,1436.0,-186.0,75.0,141.0,-6.9,85.91,121.7,48.0,155.5,57.7,0
346.0,11,1011.0,298.0,60.0,219.0,35.4,73.5,228.3,56.0,186.3,77.3,0
453.0,15,89.0,-32.0,40.0,0.0,-0.7,31.49,0.0,0.0,0.0,0.0,1
9.0,11,960.0,68.0,85.0,33.0,3.7,87.18,81.0,0.0,32.2,20.7,1
284.0,9,175.0,29.0,40.0,0.0,-0.3,34.26,0.0,0.0,0.0,0.0,0
287.0,11,2492.0,-1.0,85.0,435.7,21.8,121.95,536.0,163.0,576.7,281.3,0
453.0,15,705.0,-705.0,52.0,164.7,-125.8,71.23,220.7,13.0,406.7,36.7,0
392.0,13,494.0,154.0,40.0,0.0,43.4,52.04,0.0,63.0,0.0,0.0,1
346.0,11,238.0,135.0,40.0,0.0,16.6,35.52,0.0,15.0,0.0,0.0,0
453.0,15,28.0,-6.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0
113.0,15,406.0,32.0,40.0,70.3,3.3,76.4,73.3,112.0,24.3,44.0,0
346.0,11,144.0,-144.0,30.0,0.0,-4.6,34.57,0.0,1.0,0.0,0.0,1
284.0,9,144.0,110.0,40.0,0.0,0.7,31.25,0.0,0.0,0.0,0.0,0
284.0,9,249.0,-72.0,10.0,0.0,-15.4,37.8,0.0,78.0,0.0,0.0,0
284.0,9,244.0,-18.0,60.0,0.0,-0.7,50.69,0.0,0.0,0.0,0.0,0
392.0,13,42.0,-6.0,10.0,0.0,-1.1,11.13,0.0,0.0,0.0,0.0,0
392.0,13,752.0,-38.0,60.0,0.0,-5.8,63.44,0.0,33.0,0.0,0.0,1
392.0,13,4.0,-2.0,30.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0
36.0,13,202.0,-107.0,40.0,12.7,-1.0,34.98,11.0,0.0,46.2,3.0,1
392.0,13,376.0,110.0,40.0,65.0,2.6,31.45,69.3,2.0,240.2,30.0,1
33.0,9,474.0,-6.0,60.0,73.3,27.5,66.02,113.3,0.0,60.4,30.7,0
342.0,11,18.0,-18.0,40.0,0.0,-0.5,30.48,0.0,0.0,0.0,0.0,1
370.0,13,625.0,301.0,45.0,0.0,4.8,46.07,0.0,18.0,0.0,0.0,0
392.0,13,0.0,0.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,1
284.0,9,218.0,156.0,60.0,0.0,-1.5,56.65,0.0,2.0,0.0,0.0,0
38.0,9,856.0,-229.0,40.0,91.3,-41.5,102.62,130.7,197.0,134.6,39.3,0
284.0,9,233.0,11.0,40.0,0.0,-0.3,34.27,0.0,0.0,0.0,0.0,0
284.0,9,452.0,-65.0,50.0,62.0,-1.2,55.14,150.7,0.0,154.0,8.0,0
54.0,9,388.0,-388.0,22.0,47.0,-15.9,29.94,20.3,2.0,23.6,40.7,1
346.0,11,445.0,53.0,60.0,0.0,-0.1,51.05,0.0,0.0,0.0,0.0,0
346.0,11,669.0,-157.0,60.0,220.0,-14.4,66.32,165.3,36.0,63.4,47.3,0
346.0,11,254.0,-4.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,1
284.0,9,502.0,181.0,60.0,0.0,4.3,59.62,0.0,8.0,0.0,0.0,0
346.0,11,266.0,-132.0,25.0,47.7,-41.5,21.23,62.0,0.0,62.5,22.7,0
278.0,15,2360.0,-349.0,77.0,361.7,-85.3,170.25,441.7,238.0,652.2,136.7,1
135.0,9,1345.0,-92.0,60.0,205.7,7.7,76.3,177.3,54.0,130.7,256.0,0
392.0,13,66.0,-4.0,10.0,0.0,0.8,11.2,0.0,0.0,0.0,0.0,0
442.0,15,535.0,-182.0,60.0,0.0,0.0,49.99,0.0,0.0,0.0,0.0,1
346.0,11,62.0,-62.0,45.0,0.0,-38.9,37.01,0.0,0.0,0.0,0.0,1
453.0,15,712.0,378.0,40.0,0.0,133.5,103.27,0.0,203.0,0.0,0.0,0
